Date,Open,High,Low,Close,Volume
2025-07-11,227.87,229.34,223.28,227.87,59614188
2025-07-12,229.46,230.61,229.44,229.46,22716174
2025-07-13,235.08,236.45,231.84,235.08,90120104
2025-07-14,238.54,240.54,236.51,238.54,89014390
2025-07-15,234.44,236.53,233.97,234.44,61601197
2025-07-16,237.16,240.44,234.58,237.16,81030943
2025-07-17,236.72,236.75,233.0,236.72,46556626
2025-07-18,239.25,240.38,238.32,239.25,52611485
2025-07-19,241.49,244.4,239.11,241.49,95142459
2025-07-20,248.51,249.62,247.8,248.51,96964157
2025-07-21,246.42,246.7,243.46,246.42,58132402
2025-07-22,248.83,251.09,247.67,248.83,57385462
2025-07-23,249.42,249.76,248.38,249.42,10844739
2025-07-24,251.12,253.12,249.33,251.12,74011542
2025-07-25,245.16,245.35,245.12,245.16,75012805
2025-07-26,240.52,241.27,238.41,240.52,16504248
2025-07-27,238.26,240.71,237.94,238.26,30714115
2025-07-28,243.8,244.47,239.38,243.8,54550914
2025-07-29,236.95,237.18,235.14,236.95,88658354
2025-07-30,237.43,240.55,235.68,237.43,59614793
2025-07-31,237.54,237.55,236.07,237.54,91260075
2025-08-01,242.18,243.28,240.97,242.18,27636769
2025-08-02,246.52,247.13,241.18,246.52,99073501
2025-08-03,242.54,244.23,238.52,242.54,78945966
2025-08-04,239.17,242.23,239.0,239.17,36572972
2025-08-05,239.21,241.85,238.02,239.21,86650675
2025-08-06,240.02,240.4,236.97,240.02,73881873
2025-08-07,234.74,237.32,233.97,234.74,25643392
2025-08-08,232.0,234.73,229.02,232.0,91408751
2025-08-09,235.09,235.63,233.66,235.09,66855708
2025-08-10,237.6,238.1,236.58,237.6,15465875
2025-08-11,235.18,238.05,234.75,235.18,53401183
2025-08-12,245.98,246.03,242.65,245.98,67878876
2025-08-13,241.85,243.64,241.64,241.85,46760872
2025-08-14,246.48,251.28,245.0,246.48,49236132
2025-08-15,242.95,243.96,242.31,242.95,32639414
2025-08-16,240.51,240.85,239.92,240.51,37920146
2025-08-17,242.91,243.0,240.76,242.91,58348167
2025-08-18,241.88,243.52,238.45,241.88,28518119
2025-08-19,255.2,257.31,253.43,255.2,23735317
2025-08-20,252.65,253.17,250.41,252.65,38788453
2025-08-21,258.13,260.88,254.25,258.13,47770988
2025-08-22,266.78,267.03,264.55,266.78,49678346
2025-08-23,269.12,275.03,267.75,269.12,93689810
2025-08-24,265.62,267.08,265.47,265.62,38890514
2025-08-25,266.56,267.07,264.0,266.56,94248060
2025-08-26,265.62,268.47,263.27,265.62,72558884
2025-08-27,269.42,272.31,263.32,269.42,83541816
2025-08-28,267.4,268.88,263.97,267.4,57287742
2025-08-29,266.55,267.15,264.23,266.55,60828018
2025-08-30,265.81,266.61,264.74,265.81,63389664
2025-08-31,258.59,259.26,256.53,258.59,52477115
2025-09-01,262.43,264.0,259.31,262.43,63981312
2025-09-02,267.44,271.09,264.87,267.44,75787820
2025-09-03,269.01,269.9,267.94,269.01,86683703
2025-09-04,274.3,274.32,271.57,274.3,62554465
2025-09-05,271.7,272.96,265.16,271.7,74685660
2025-09-06,269.42,272.48,265.59,269.42,41762655
2025-09-07,276.54,278.89,275.66,276.54,11557593
2025-09-08,283.37,284.18,281.79,283.37,21578366
2025-09-09,282.52,284.06,276.2,282.52,66129263
2025-09-10,280.1,280.93,279.14,280.1,25243164
2025-09-11,281.76,282.03,280.62,281.76,41883654
2025-09-12,283.77,289.07,281.97,283.77,22142636
2025-09-13,288.52,289.56,286.83,288.52,97625195
2025-09-14,280.2,281.04,277.83,280.2,65435380
2025-09-15,282.64,284.52,280.47,282.64,80564962
2025-09-16,286.22,289.61,284.49,286.22,95655571
2025-09-17,275.0,275.68,270.7,275.0,49131729
2025-09-18,273.39,274.25,270.23,273.39,22772776
2025-09-19,277.75,279.06,276.44,277.75,84854554
2025-09-20,284.67,286.2,281.29,284.67,32385038
2025-09-21,275.84,277.24,274.13,275.84,81116864
2025-09-22,276.04,276.51,274.21,276.04,29969836
2025-09-23,272.94,276.69,271.49,272.94,12926959
2025-09-24,272.68,275.04,269.27,272.68,31040399
2025-09-25,274.85,275.93,273.96,274.85,81077210
2025-09-26,274.76,276.79,274.75,274.76,87380270
2025-09-27,279.9,280.38,278.64,279.9,18666075
2025-09-28,276.92,279.15,272.72,276.92,91165418
2025-09-29,281.11,281.26,278.23,281.11,41490561
2025-09-30,284.62,285.24,284.28,284.62,66983421
2025-10-01,285.88,288.38,284.58,285.88,77481088
2025-10-02,294.52,297.84,291.11,294.52,49036876
2025-10-03,293.08,298.14,292.33,293.08,78616339
2025-10-04,288.52,292.77,288.27,288.52,19717202
2025-10-05,284.86,286.01,280.92,284.86,43454286
2025-10-06,289.18,293.14,288.14,289.18,77131300
2025-10-07,288.3,288.88,284.57,288.3,66967086
2025-10-08,302.11,304.65,302.1,302.11,96722150
2025-10-09,289.63,289.79,286.22,289.63,92412882
2025-10-10,301.83,302.01,301.17,301.83,46099066
2025-10-11,306.65,309.02,299.98,306.65,33942859
2025-10-12,310.36,312.5,310.31,310.36,54347995
2025-10-13,310.05,311.72,308.71,310.05,81536414
2025-10-14,302.64,305.32,299.18,302.64,13793501
2025-10-15,301.32,304.8,300.31,301.32,88173142
2025-10-16,295.83,298.2,292.89,295.83,78397323
2025-10-17,303.95,305.53,302.93,303.95,79943883
2025-10-18,300.77,300.79,297.45,300.77,64864155
2025-10-19,301.8,301.82,299.4,301.8,97252730
2025-10-20,314.44,318.78,311.22,314.44,53753324
2025-10-21,317.53,317.69,315.59,317.53,92237630
2025-10-22,321.07,324.63,320.2,321.07,39869448
2025-10-23,326.21,327.44,316.3,326.21,15210694
2025-10-24,331.35,331.37,329.95,331.35,12310009
2025-10-25,328.43,329.64,325.78,328.43,42924021
2025-10-26,325.59,327.98,320.55,325.59,52816057
2025-10-27,333.94,335.54,331.48,333.94,23405562
2025-10-28,332.46,334.23,324.45,332.46,39509649
2025-10-29,336.02,337.13,333.22,336.02,37045869
2025-10-30,335.41,338.09,334.56,335.41,71238461
2025-10-31,326.86,333.0,323.29,326.86,51273406
2025-11-01,317.54,318.45,313.84,317.54,63627580
2025-11-02,321.51,324.08,318.55,321.51,98730580
2025-11-03,317.14,317.25,311.83,317.14,28144268
2025-11-04,310.81,318.59,308.98,310.81,64925490
2025-11-05,306.89,315.79,305.38,306.89,40616768
2025-11-06,310.54,313.38,309.1,310.54,23776880
2025-11-07,305.98,307.32,302.33,305.98,62742158
2025-11-08,310.11,310.54,305.6,310.11,42865694
2025-11-09,312.97,316.87,312.33,312.97,53249817
2025-11-10,322.45,324.25,321.87,322.45,57599856
2025-11-11,321.9,324.13,319.09,321.9,95352833
2025-11-12,320.58,326.17,318.85,320.58,66572401
2025-11-13,313.45,319.44,312.44,313.45,68336299
2025-11-14,308.66,309.38,307.33,308.66,79372490
2025-11-15,310.34,314.75,307.51,310.34,89821827
2025-11-16,317.53,319.45,316.0,317.53,71668548
2025-11-17,308.11,312.24,304.57,308.11,77998195
2025-11-18,298.87,303.0,297.12,298.87,88575346
2025-11-19,312.82,313.12,311.28,312.82,30944821
2025-11-20,322.78,326.64,320.53,322.78,34921729
2025-11-21,323.43,329.89,314.88,323.43,99601086
2025-11-22,323.39,326.92,323.24,323.39,13723271
2025-11-23,314.96,317.63,310.44,314.96,69516559
2025-11-24,316.74,319.11,311.25,316.74,78466883
2025-11-25,315.7,319.86,314.44,315.7,38512850
2025-11-26,312.98,313.38,311.9,312.98,34969112
2025-11-27,318.89,321.16,316.74,318.89,73580160
2025-11-28,322.01,322.84,320.31,322.01,79443270
2025-11-29,328.02,330.4,327.12,328.02,26869792
2025-11-30,326.47,326.7,324.59,326.47,74759713
2025-12-01,329.85,331.98,328.34,329.85,40256094
2025-12-02,329.91,332.72,329.01,329.91,76251935
2025-12-03,329.05,330.12,328.96,329.05,82630214
2025-12-04,335.39,338.94,333.45,335.39,40346967
2025-12-05,332.6,334.42,330.97,332.6,65197983
2025-12-06,343.49,345.26,342.19,343.49,30383093
2025-12-07,348.02,351.02,346.72,348.02,47393580
2025-12-08,358.81,359.69,351.79,358.81,30959886
2025-12-09,366.1,369.34,363.24,366.1,54753955
2025-12-10,362.38,363.66,362.28,362.38,72628821
2025-12-11,366.58,368.57,364.31,366.58,32904231
2025-12-12,375.55,376.07,371.0,375.55,63784093
2025-12-13,381.52,385.31,378.19,381.52,43390682
2025-12-14,380.84,389.74,374.97,380.84,92845093
2025-12-15,378.1,382.72,378.05,378.1,83805394
2025-12-16,382.72,385.48,379.63,382.72,33539456
2025-12-17,400.69,402.9,396.7,400.69,27149705
2025-12-18,401.84,403.95,400.38,401.84,15358170
2025-12-19,394.48,394.74,394.4,394.48,67842344
2025-12-20,396.54,402.91,394.43,396.54,64169975
2025-12-21,395.75,400.73,392.66,395.75,68324652
2025-12-22,395.62,397.3,394.36,395.62,55108754
2025-12-23,394.71,395.06,388.61,394.71,45770059
2025-12-24,399.31,401.22,393.33,399.31,92112206
2025-12-25,401.13,401.56,400.0,401.13,82698343
2025-12-26,391.5,393.06,390.03,391.5,65080486
2025-12-27,399.76,404.59,399.31,399.76,44600301
2025-12-28,397.54,401.21,395.01,397.54,82459488
2025-12-29,408.4,412.1,405.92,408.4,89211084
2025-12-30,410.04,413.21,402.9,410.04,99477527
2025-12-31,413.46,414.07,407.12,413.46,67024915
2026-01-01,418.14,419.3,412.29,418.14,52294950
2026-01-02,393.33,394.64,392.47,393.33,13255350
2026-01-03,381.37,383.14,380.58,381.37,57455544
2026-01-04,379.03,381.99,375.85,379.03,90128382
2026-01-05,381.02,382.49,376.03,381.02,61973869
2026-01-06,386.54,386.82,380.52,386.54,26008695
2026-01-07,377.6,380.83,375.93,377.6,61966316
2026-01-08,365.29,366.17,361.42,365.29,82269804
2026-01-09,368.77,372.27,359.99,368.77,42842868
2026-01-10,370.33,372.92,362.92,370.33,37594959
2026-01-11,361.2,364.95,357.49,361.2,18974849
2026-01-12,352.95,354.65,344.88,352.95,44781343
