Date,Open,High,Low,Close,Volume
2025-08-09,312.87,320.05,310.5,312.87,22462432
2025-08-10,300.75,302.05,299.18,300.75,82584275
2025-08-11,296.25,298.0,295.17,296.25,38202721
2025-08-12,303.47,305.07,298.21,303.47,28808950
2025-08-13,303.4,306.82,302.43,303.4,11017217
2025-08-14,302.48,305.33,299.47,302.48,37117156
2025-08-15,301.98,302.25,297.08,301.98,28384522
2025-08-16,302.1,303.0,298.25,302.1,54145718
2025-08-17,308.8,311.21,305.52,308.8,93873044
2025-08-18,305.48,307.03,304.47,305.48,65260049
2025-08-19,309.12,313.09,305.6,309.12,80099120
2025-08-20,311.33,311.77,311.28,311.33,72357185
2025-08-21,298.51,300.71,294.29,298.51,57200273
2025-08-22,297.48,297.79,293.16,297.48,78556822
2025-08-23,302.82,303.46,298.71,302.82,93067812
2025-08-24,287.76,293.73,285.47,287.76,43285429
2025-08-25,285.4,287.94,280.91,285.4,40195216
2025-08-26,278.61,283.05,278.43,278.61,18714223
2025-08-27,283.51,286.77,282.19,283.51,99400439
2025-08-28,278.56,279.36,274.27,278.56,87000083
2025-08-29,279.42,279.47,277.04,279.42,67083542
2025-08-30,278.6,279.16,276.02,278.6,77344529
2025-08-31,275.96,276.0,272.85,275.96,94353340
2025-09-01,271.82,273.44,270.79,271.82,85562240
2025-09-02,276.26,276.42,272.36,276.26,75101566
2025-09-03,274.24,274.36,272.57,274.24,76018149
2025-09-04,270.27,272.68,268.97,270.27,25123595
2025-09-05,273.68,274.69,271.99,273.68,27834471
2025-09-06,266.59,270.91,264.7,266.59,45946933
2025-09-07,260.45,260.72,258.43,260.45,29948389
2025-09-08,264.89,265.81,264.24,264.89,43046074
2025-09-09,260.81,263.21,258.57,260.81,38742603
2025-09-10,269.84,271.05,266.58,269.84,75453917
2025-09-11,272.89,275.99,271.12,272.89,70302395
2025-09-12,276.52,282.66,273.16,276.52,85745669
2025-09-13,278.85,280.14,278.13,278.85,21684980
2025-09-14,280.2,283.17,278.06,280.2,89116112
2025-09-15,291.91,294.83,287.33,291.91,12635318
2025-09-16,292.31,294.21,288.53,292.31,51867985
2025-09-17,296.93,300.26,292.72,296.93,42850914
2025-09-18,305.08,305.43,301.51,305.08,26312594
2025-09-19,310.39,314.28,308.39,310.39,36519888
2025-09-20,313.06,316.94,308.26,313.06,54758137
2025-09-21,306.33,307.51,306.01,306.33,38142601
2025-09-22,299.07,300.75,296.44,299.07,44281789
2025-09-23,297.38,298.91,293.38,297.38,36673872
2025-09-24,301.46,302.19,299.39,301.46,37478908
2025-09-25,307.31,308.24,305.82,307.31,64873003
2025-09-26,316.06,320.69,311.25,316.06,61613783
2025-09-27,318.63,321.7,318.0,318.63,90356646
2025-09-28,315.99,316.15,315.95,315.99,10854003
2025-09-29,318.13,323.7,315.41,318.13,66061824
2025-09-30,313.01,316.24,310.98,313.01,95428094
2025-10-01,320.04,325.35,318.44,320.04,96347297
2025-10-02,329.07,331.18,324.82,329.07,63928101
2025-10-03,339.55,345.6,339.51,339.55,44910477
2025-10-04,342.63,343.55,341.79,342.63,99680306
2025-10-05,342.82,347.36,342.18,342.82,29499775
2025-10-06,347.54,348.14,346.86,347.54,35597724
2025-10-07,337.21,341.33,334.43,337.21,84087976
2025-10-08,347.4,351.62,342.78,347.4,25412292
2025-10-09,348.57,351.54,347.35,348.57,18083711
2025-10-10,342.0,343.09,341.28,342.0,63536871
2025-10-11,332.95,334.41,331.6,332.95,14257811
2025-10-12,337.47,339.59,332.66,337.47,90327944
2025-10-13,335.07,337.84,333.82,335.07,23583793
2025-10-14,329.12,331.63,322.74,329.12,28655041
2025-10-15,335.05,339.8,333.99,335.05,48949851
2025-10-16,328.32,333.31,324.07,328.32,29312471
2025-10-17,326.15,327.04,318.48,326.15,64888367
2025-10-18,325.62,328.69,324.6,325.62,78301228
2025-10-19,308.52,309.21,303.38,308.52,31300576
2025-10-20,313.53,317.95,311.58,313.53,87374473
2025-10-21,314.5,316.85,313.21,314.5,97031696
2025-10-22,314.96,316.54,310.03,314.96,49448105
2025-10-23,314.12,315.01,313.79,314.12,73568338
2025-10-24,303.94,305.97,303.87,303.94,24021039
2025-10-25,305.35,311.49,303.82,305.35,15501400
2025-10-26,309.56,311.88,308.6,309.56,73269927
2025-10-27,303.35,305.24,295.75,303.35,93151713
2025-10-28,307.26,312.24,305.62,307.26,26237243
2025-10-29,302.25,302.83,297.9,302.25,70801951
2025-10-30,306.24,306.52,303.62,306.24,61379334
2025-10-31,307.18,308.52,300.98,307.18,13486121
2025-11-01,310.84,315.51,309.31,310.84,15709135
2025-11-02,307.26,307.7,303.08,307.26,42036486
2025-11-03,301.33,301.93,299.9,301.33,64023797
2025-11-04,301.34,306.09,301.24,301.34,15257136
2025-11-05,294.07,296.9,291.79,294.07,30454216
2025-11-06,299.26,303.07,298.19,299.26,25036741
2025-11-07,303.82,303.86,301.62,303.82,35187812
2025-11-08,298.88,300.53,294.0,298.88,95420396
2025-11-09,288.3,289.55,287.73,288.3,16734294
2025-11-10,287.76,289.79,285.5,287.76,44670961
2025-11-11,301.65,304.43,299.14,301.65,54948558
2025-11-12,292.27,293.04,289.42,292.27,90883955
2025-11-13,302.53,303.44,300.62,302.53,69088533
2025-11-14,298.93,299.01,297.57,298.93,78959183
2025-11-15,298.76,298.78,294.44,298.76,88255723
2025-11-16,309.03,309.3,307.89,309.03,47996909
2025-11-17,308.81,309.9,308.23,308.81,92693298
2025-11-18,302.82,305.82,301.92,302.82,39620739
2025-11-19,302.11,305.19,300.58,302.11,79468232
2025-11-20,306.78,310.23,301.77,306.78,18187140
2025-11-21,309.11,312.35,299.95,309.11,42748087
2025-11-22,298.61,299.92,293.23,298.61,41304960
2025-11-23,295.62,299.98,294.09,295.62,94316543
2025-11-24,300.22,309.12,296.89,300.22,33211456
2025-11-25,311.63,311.94,305.83,311.63,86009001
2025-11-26,309.03,311.35,301.04,309.03,55135703
2025-11-27,315.55,317.19,310.9,315.55,79706042
2025-11-28,302.55,305.14,301.06,302.55,18110225
2025-11-29,304.61,308.07,303.16,304.61,72478877
2025-11-30,300.53,301.09,297.58,300.53,83919520
2025-12-01,285.95,290.63,284.96,285.95,61224189
2025-12-02,286.95,292.51,286.55,286.95,79993762
2025-12-03,285.11,287.23,275.68,285.11,50007775
2025-12-04,285.26,288.88,283.86,285.26,76029581
2025-12-05,289.42,289.85,285.01,289.42,56775036
2025-12-06,292.18,292.47,291.67,292.18,29153253
2025-12-07,290.36,291.85,289.96,290.36,83249121
2025-12-08,295.68,298.83,295.66,295.68,30436177
2025-12-09,292.82,294.26,290.58,292.82,37765415
2025-12-10,287.0,290.06,280.64,287.0,62257155
2025-12-11,289.33,290.95,288.25,289.33,31763177
2025-12-12,283.62,290.1,281.39,283.62,88641767
2025-12-13,275.35,277.28,268.46,275.35,18963851
2025-12-14,276.46,277.05,275.66,276.46,39122365
2025-12-15,282.23,285.65,282.13,282.23,30206838
2025-12-16,277.47,282.37,275.28,277.47,16305966
2025-12-17,270.07,270.31,267.55,270.07,96570143
2025-12-18,270.71,274.96,268.17,270.71,16718053
2025-12-19,268.7,274.4,264.28,268.7,63558837
2025-12-20,265.27,265.73,262.01,265.27,72434786
2025-12-21,272.42,276.71,271.23,272.42,82731994
2025-12-22,276.17,280.28,273.06,276.17,54441347
2025-12-23,274.28,277.68,273.2,274.28,39068946
2025-12-24,268.64,269.74,268.39,268.64,25485626
2025-12-25,272.7,275.09,271.21,272.7,82848056
2025-12-26,272.89,274.46,266.57,272.89,94090743
2025-12-27,273.84,275.25,272.4,273.84,63229737
2025-12-28,267.97,270.79,266.49,267.97,98630507
2025-12-29,261.12,262.32,260.01,261.12,59218201
2025-12-30,263.97,264.09,261.6,263.97,27951898
2025-12-31,265.13,268.12,261.84,265.13,97434424
2026-01-01,263.89,263.91,260.76,263.89,46231887
2026-01-02,255.04,257.31,253.05,255.04,81623639
2026-01-03,250.65,254.63,248.11,250.65,54932070
2026-01-04,252.72,254.87,248.19,252.72,81192458
2026-01-05,246.68,250.17,239.7,246.68,60593944
2026-01-06,242.56,244.68,238.46,242.56,65150860
2026-01-07,246.33,247.55,246.27,246.33,15271603
2026-01-08,237.0,240.3,234.32,237.0,84775225
2026-01-09,237.91,241.43,237.2,237.91,42164606
2026-01-10,233.3,235.59,233.19,233.3,94187432
2026-01-11,233.57,235.0,230.56,233.57,72829019
2026-01-12,234.2,237.51,233.05,234.2,62902886
