Date,Open,High,Low,Close,Volume
2025-08-26,80.63,80.71,79.62,80.63,85088858
2025-08-27,81.98,82.64,81.35,81.98,60198379
2025-08-28,83.21,84.64,82.51,83.21,32932347
2025-08-29,84.05,84.25,83.71,84.05,35408490
2025-08-30,83.45,84.33,82.5,83.45,80245189
2025-08-31,80.58,80.97,80.28,80.58,49880150
2025-09-01,80.17,80.41,79.41,80.17,36967842
2025-09-02,79.68,81.1,78.49,79.68,86763271
2025-09-03,80.68,81.28,80.41,80.68,10380171
2025-09-04,81.04,82.0,80.7,81.04,24141463
2025-09-05,80.95,81.42,80.62,80.95,68264821
2025-09-06,84.43,84.75,83.95,84.43,45589782
2025-09-07,86.15,86.54,85.38,86.15,47062366
2025-09-08,88.33,89.8,87.71,88.33,72808928
2025-09-09,87.81,88.34,86.28,87.81,85792583
2025-09-10,85.48,86.28,84.87,85.48,28850505
2025-09-11,86.05,87.15,85.6,86.05,90244056
2025-09-12,86.25,86.33,85.37,86.25,75193799
2025-09-13,87.04,87.17,86.9,87.04,72291756
2025-09-14,89.2,90.6,87.96,89.2,46524063
2025-09-15,87.58,87.98,86.72,87.58,34645535
2025-09-16,88.14,89.31,87.8,88.14,36594001
2025-09-17,88.06,88.16,87.86,88.06,69158447
2025-09-18,86.24,86.43,85.63,86.24,83650042
2025-09-19,84.64,84.8,84.62,84.64,51050315
2025-09-20,87.19,88.45,86.57,87.19,44107924
2025-09-21,85.8,86.77,83.23,85.8,72785390
2025-09-22,82.51,84.56,81.37,82.51,20791888
2025-09-23,81.74,82.1,80.36,81.74,24444696
2025-09-24,82.36,82.37,80.72,82.36,14554269
2025-09-25,83.42,84.74,82.98,83.42,37231083
2025-09-26,85.07,85.46,84.77,85.07,29904737
2025-09-27,89.53,90.04,88.55,89.53,23888513
2025-09-28,90.08,90.79,88.49,90.08,29232609
2025-09-29,88.44,90.44,86.23,88.44,31247549
2025-09-30,88.32,88.33,88.12,88.32,11683362
2025-10-01,86.44,86.75,86.36,86.44,32224154
2025-10-02,89.04,89.13,89.02,89.04,29547442
2025-10-03,91.42,91.82,91.15,91.42,90448326
2025-10-04,87.8,88.4,87.06,87.8,88344584
2025-10-05,89.25,89.64,88.58,89.25,31279980
2025-10-06,85.96,86.86,85.73,85.96,43136723
2025-10-07,84.97,85.4,84.71,84.97,85199051
2025-10-08,84.71,84.76,84.07,84.71,87562856
2025-10-09,87.31,88.04,86.21,87.31,67878050
2025-10-10,86.44,87.32,86.35,86.44,26986572
2025-10-11,85.69,85.82,85.45,85.69,10851755
2025-10-12,88.1,88.34,88.04,88.1,68327692
2025-10-13,88.86,91.22,88.19,88.86,98998473
2025-10-14,85.33,86.47,85.14,85.33,95137108
2025-10-15,84.56,85.02,84.27,84.56,48921460
2025-10-16,82.65,83.43,82.56,82.65,34360357
2025-10-17,82.28,82.61,82.24,82.28,10975233
2025-10-18,80.58,82.89,79.08,80.58,32249899
2025-10-19,78.96,79.07,78.02,78.96,81786555
2025-10-20,81.52,81.58,81.08,81.52,39584848
2025-10-21,80.96,81.43,80.24,80.96,63883545
2025-10-22,81.89,82.3,80.78,81.89,81900689
2025-10-23,81.69,82.28,80.57,81.69,52067597
2025-10-24,83.43,84.07,83.05,83.43,96905174
2025-10-25,84.05,85.15,82.9,84.05,30872159
2025-10-26,82.19,83.22,82.13,82.19,76929337
2025-10-27,80.99,81.3,80.29,80.99,43647012
2025-10-28,79.59,79.72,79.52,79.59,66997385
2025-10-29,78.81,79.14,78.12,78.81,29183431
2025-10-30,77.88,78.89,77.55,77.88,82819204
2025-10-31,78.1,78.2,77.97,78.1,45428870
2025-11-01,78.18,78.49,78.14,78.18,55382217
2025-11-02,79.63,80.2,78.78,79.63,68908620
2025-11-03,78.8,80.69,78.41,78.8,44509063
2025-11-04,79.35,80.0,78.68,79.35,95482239
2025-11-05,79.79,79.9,79.0,79.79,18654878
2025-11-06,80.41,80.6,79.3,80.41,58787398
2025-11-07,82.77,83.68,82.18,82.77,21590460
2025-11-08,83.11,83.48,82.81,83.11,38625731
2025-11-09,85.09,85.19,85.01,85.09,97319158
2025-11-10,86.55,86.9,86.51,86.55,38331070
2025-11-11,88.52,90.87,88.03,88.52,39704108
2025-11-12,90.78,91.71,89.69,90.78,54915803
2025-11-13,90.64,92.53,89.9,90.64,65280274
2025-11-14,93.98,94.32,92.85,93.98,88739861
2025-11-15,97.17,99.01,96.57,97.17,75796020
2025-11-16,97.81,98.66,97.66,97.81,96467515
2025-11-17,97.97,98.03,97.74,97.97,32294453
2025-11-18,99.53,101.31,98.85,99.53,10289982
2025-11-19,102.25,102.86,99.83,102.25,98484369
2025-11-20,101.43,101.52,100.86,101.43,81685597
2025-11-21,100.59,100.6,99.43,100.59,32456925
2025-11-22,95.94,96.49,95.34,95.94,64501835
2025-11-23,93.4,94.22,93.12,93.4,11378592
2025-11-24,95.1,95.59,93.23,95.1,16790048
2025-11-25,92.81,94.51,92.56,92.81,44379945
2025-11-26,89.89,91.11,89.82,89.89,75021365
2025-11-27,90.07,91.44,89.93,90.07,33618639
2025-11-28,91.29,92.72,90.96,91.29,39816096
2025-11-29,91.98,92.76,91.11,91.98,85027295
2025-11-30,91.55,91.78,90.46,91.55,73556114
2025-12-01,92.58,93.46,92.56,92.58,55897212
2025-12-02,91.55,93.04,91.46,91.55,67604360
2025-12-03,92.62,93.38,92.02,92.62,94242574
2025-12-04,90.57,91.79,89.23,90.57,73900559
2025-12-05,87.06,87.97,86.91,87.06,34832836
2025-12-06,84.82,84.99,83.83,84.82,14903492
2025-12-07,86.87,87.44,85.93,86.87,97352501
2025-12-08,86.58,89.56,85.88,86.58,93230626
2025-12-09,86.11,86.4,85.79,86.11,23696442
2025-12-10,84.68,86.16,82.68,84.68,38281818
2025-12-11,85.37,85.61,84.85,85.37,40510760
2025-12-12,86.19,88.33,84.5,86.19,54780693
2025-12-13,85.82,86.41,83.99,85.82,30129531
2025-12-14,84.77,84.93,84.04,84.77,26071173
2025-12-15,85.29,86.47,84.98,85.29,53371439
2025-12-16,83.51,84.36,81.35,83.51,36557625
2025-12-17,86.55,88.11,85.39,86.55,17048750
2025-12-18,86.08,86.78,85.96,86.08,38885198
2025-12-19,87.01,87.48,84.97,87.01,27047963
2025-12-20,89.08,90.67,88.53,89.08,96641514
2025-12-21,89.73,90.33,88.69,89.73,76652274
2025-12-22,86.45,87.17,85.85,86.45,91913074
2025-12-23,86.46,87.68,85.66,86.46,19971060
2025-12-24,84.19,84.92,82.87,84.19,94657709
2025-12-25,87.42,87.78,86.75,87.42,98471672
2025-12-26,87.13,87.43,86.24,87.13,26048419
2025-12-27,86.8,87.23,85.26,86.8,29730641
2025-12-28,86.35,86.59,85.37,86.35,23977794
2025-12-29,89.01,89.69,88.75,89.01,65623766
2025-12-30,88.78,90.18,87.9,88.78,11266796
2025-12-31,89.62,89.74,88.95,89.62,80792687
2026-01-01,90.48,90.89,90.33,90.48,24046846
2026-01-02,91.24,91.57,91.11,91.24,57563774
2026-01-03,91.93,93.51,90.65,91.93,92921772
2026-01-04,91.47,92.23,90.68,91.47,89749900
2026-01-05,90.86,91.64,90.54,90.86,91164053
2026-01-06,88.55,89.03,88.23,88.55,67451562
2026-01-07,88.14,88.23,88.11,88.14,82478849
2026-01-08,89.24,89.98,88.36,89.24,57083980
2026-01-09,87.2,88.27,85.19,87.2,31540601
2026-01-10,89.01,89.06,88.97,89.01,26200757
2026-01-11,87.02,88.41,86.9,87.02,53634737
2026-01-12,87.62,87.94,87.36,87.62,12529276
